[Load] WikiText-2 ...
[Load] Raw lines: 44,836 in 11.76s
[Corpus] sentences=28,369, tokens=1,094,036, |V|=27,091
[Train] GloVe config: {
  "vector_size": 300,
  "window": 10,
  "min_count": 2,
  "epochs": 15,
  "x_max": 100.0,
  "alpha": 0.75,
  "lr": 0.05,
  "seed": 4213
}
[GloVe] Vocab size after min_count=2: 27,091
[GloVe] Co-occurrence entries: 10,390,591
[GloVe][epoch 1] step=100,000/10,390,591  avg_loss≈0.0287
[GloVe][epoch 4] step=4,800,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 4] step=4,900,000/10,390,591  avg_loss≈0.0184
[GloVe][epoch 4] step=5,000,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 4] step=5,100,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=5,200,000/10,390,591  avg_loss≈0.0185
[GloVe][epoch 4] step=5,300,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=5,400,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 4] step=5,500,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 4] step=5,600,000/10,390,591  avg_loss≈0.0186
[GloVe][epoch 4] step=5,700,000/10,390,591  avg_loss≈0.0185
[GloVe][epoch 4] step=5,800,000/10,390,591  avg_loss≈0.0188
[GloVe][epoch 4] step=5,900,000/10,390,591  avg_loss≈0.0184
[GloVe][epoch 4] step=6,000,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=6,100,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 4] step=6,200,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 4] step=6,300,000/10,390,591  avg_loss≈0.0189
[GloVe][epoch 4] step=6,400,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 4] step=6,500,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=6,600,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 4] step=6,700,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=6,800,000/10,390,591  avg_loss≈0.0189
[GloVe][epoch 4] step=6,900,000/10,390,591  avg_loss≈0.0189
[GloVe][epoch 4] step=7,000,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 4] step=7,100,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 4] step=7,200,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 4] step=7,300,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 4] step=7,400,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 4] step=7,500,000/10,390,591  avg_loss≈0.0187
[GloVe][epoch 4] step=7,600,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 4] step=7,700,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 4] step=7,800,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 4] step=7,900,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 4] step=8,000,000/10,390,591  avg_loss≈0.0185
[GloVe][epoch 4] step=8,100,000/10,390,591  avg_loss≈0.0190
[GloVe][epoch 4] step=8,200,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 4] step=8,300,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 4] step=8,400,000/10,390,591  avg_loss≈0.0185
[GloVe][epoch 4] step=8,500,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=8,600,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 4] step=8,700,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 4] step=8,800,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 4] step=8,900,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 4] step=9,000,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 4] step=9,100,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 4] step=9,200,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 4] step=9,300,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 4] step=9,400,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 4] step=9,500,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 4] step=9,600,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=9,700,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 4] step=9,800,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 4] step=9,900,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 4] step=10,000,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 4] step=10,100,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 4] step=10,200,000/10,390,591  avg_loss≈0.0185
[GloVe][epoch 4] step=10,300,000/10,390,591  avg_loss≈0.0191
[GloVe] epoch 4/15 done in 161.26s
[GloVe][epoch 5] step=100,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=200,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 5] step=300,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=400,000/10,390,591  avg_loss≈0.0182
[GloVe][epoch 5] step=500,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 5] step=600,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=700,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 5] step=800,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 5] step=900,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=1,000,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=1,100,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=1,200,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=1,300,000/10,390,591  avg_loss≈0.0184
[GloVe][epoch 5] step=1,400,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 5] step=1,500,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 5] step=1,600,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=1,700,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=1,800,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 5] step=1,900,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=2,000,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=2,100,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=2,200,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=2,300,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=2,400,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=2,500,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 5] step=2,600,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=2,700,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 5] step=2,800,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=2,900,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 5] step=3,000,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 5] step=3,100,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=3,200,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=3,300,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=3,400,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=3,500,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=3,600,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=3,700,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 5] step=3,800,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 5] step=3,900,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=4,000,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=4,100,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=4,200,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 5] step=4,300,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=4,400,000/10,390,591  avg_loss≈0.0183
[GloVe][epoch 5] step=4,500,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=4,600,000/10,390,591  avg_loss≈0.0186
[GloVe][epoch 5] step=4,700,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=4,800,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=4,900,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 5] step=5,000,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 5] step=5,100,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 5] step=5,200,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=5,300,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 5] step=5,400,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=5,500,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=5,600,000/10,390,591  avg_loss≈0.0180
[GloVe][epoch 5] step=5,700,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=5,800,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 5] step=5,900,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 5] step=6,000,000/10,390,591  avg_loss≈0.0179
[GloVe][epoch 5] step=6,100,000/10,390,591  avg_loss≈0.0178
[GloVe][epoch 5] step=6,200,000/10,390,591  avg_loss≈0.0181
[GloVe][epoch 5] step=6,300,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=6,400,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=6,500,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=6,600,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=6,700,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=6,800,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=6,900,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 5] step=7,000,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=7,100,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=7,200,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=7,300,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=7,400,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=7,500,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 5] step=7,600,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=7,700,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=7,800,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 5] step=7,900,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 5] step=8,000,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 5] step=8,100,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 5] step=8,200,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=8,300,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=8,400,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=8,500,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=8,600,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=8,700,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 5] step=8,800,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 5] step=8,900,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=9,000,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 5] step=9,100,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 5] step=9,200,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=9,300,000/10,390,591  avg_loss≈0.0177
[GloVe][epoch 5] step=9,400,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 5] step=9,500,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=9,600,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 5] step=9,700,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=9,800,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 5] step=9,900,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 5] step=10,000,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 5] step=10,100,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 5] step=10,200,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 5] step=10,300,000/10,390,591  avg_loss≈0.0172
[GloVe] epoch 5/15 done in 159.85s
[GloVe][epoch 6] step=100,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=200,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=300,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=400,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=500,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 6] step=600,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=700,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 6] step=800,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=900,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=1,000,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=1,100,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 6] step=1,200,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 6] step=1,300,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 6] step=1,400,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=1,500,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 6] step=1,600,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=1,700,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=1,800,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=1,900,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 6] step=2,000,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 6] step=2,100,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=2,200,000/10,390,591  avg_loss≈0.0174
[GloVe][epoch 6] step=2,300,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=2,400,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=2,500,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=2,600,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=2,700,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 6] step=2,800,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=2,900,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=3,000,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 6] step=3,100,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=3,200,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=3,300,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=3,400,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=3,500,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=3,600,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=3,700,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 6] step=3,800,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=3,900,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=4,000,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=4,100,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=4,200,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=4,300,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=4,400,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 6] step=4,500,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=4,600,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=4,700,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=4,800,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=4,900,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=5,000,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=5,100,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=5,200,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=5,300,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=5,400,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=5,500,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=5,600,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=5,700,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=5,800,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 6] step=5,900,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=6,000,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=6,100,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 6] step=6,200,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=6,300,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=6,400,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=6,500,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=6,600,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=6,700,000/10,390,591  avg_loss≈0.0176
[GloVe][epoch 6] step=6,800,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=6,900,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=7,000,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 6] step=7,100,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 6] step=7,200,000/10,390,591  avg_loss≈0.0173
[GloVe][epoch 6] step=7,300,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=7,400,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 6] step=7,500,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=7,600,000/10,390,591  avg_loss≈0.0175
[GloVe][epoch 6] step=7,700,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=7,800,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 6] step=7,900,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=8,000,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 6] step=8,100,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=8,200,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=8,300,000/10,390,591  avg_loss≈0.0172
[GloVe][epoch 6] step=8,400,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=8,500,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=8,600,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=8,700,000/10,390,591  avg_loss≈0.0171
[GloVe][epoch 6] step=8,800,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=8,900,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 6] step=9,000,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=9,100,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=9,200,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 6] step=9,300,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 6] step=9,400,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=9,500,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 6] step=9,600,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=9,700,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=9,800,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 6] step=9,900,000/10,390,591  avg_loss≈0.0170
[GloVe][epoch 6] step=10,000,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 6] step=10,100,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 6] step=10,200,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 6] step=10,300,000/10,390,591  avg_loss≈0.0170
[GloVe] epoch 6/15 done in 158.59s
[GloVe][epoch 7] step=100,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=200,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 7] step=300,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=400,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 7] step=500,000/10,390,591  avg_loss≈0.0167
[GloVe][epoch 7] step=600,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 7] step=700,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=800,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=900,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=1,000,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=1,100,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=1,200,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=1,300,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=1,400,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=1,500,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=1,600,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=1,700,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=1,800,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=1,900,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=2,000,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=2,100,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=2,200,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=2,300,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=2,400,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=2,500,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=2,600,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=2,700,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=2,800,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 7] step=2,900,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 7] step=3,000,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 7] step=3,100,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=3,200,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=3,300,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=3,400,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=3,500,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=3,600,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=3,700,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=3,800,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 7] step=3,900,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=4,000,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 7] step=4,100,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=4,200,000/10,390,591  avg_loss≈0.0168
[GloVe][epoch 7] step=4,300,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=4,400,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 7] step=4,500,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=4,600,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=4,700,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=4,800,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=4,900,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=5,000,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=5,100,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=5,200,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=5,300,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=5,400,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=5,500,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=5,600,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=5,700,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=5,800,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=5,900,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 7] step=6,000,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=6,100,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=6,200,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=6,300,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=6,400,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=6,500,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=6,600,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=6,700,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=6,800,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=6,900,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=7,000,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 7] step=7,100,000/10,390,591  avg_loss≈0.0165
[GloVe][epoch 7] step=7,200,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 7] step=7,300,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 7] step=7,400,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=7,500,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=7,600,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=7,700,000/10,390,591  avg_loss≈0.0169
[GloVe][epoch 7] step=7,800,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=7,900,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 7] step=8,000,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=8,100,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=8,200,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 7] step=8,300,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 7] step=8,400,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=8,500,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=8,600,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=8,700,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 7] step=8,800,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 7] step=8,900,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=9,000,000/10,390,591  avg_loss≈0.0166
[GloVe][epoch 7] step=9,100,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=9,200,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=9,300,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 7] step=9,400,000/10,390,591  avg_loss≈0.0163
[GloVe][epoch 7] step=9,500,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=9,600,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=9,700,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 7] step=9,800,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 7] step=9,900,000/10,390,591  avg_loss≈0.0159
